,Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
775,2008,1,3,4,1600.0,1500,1735.0,1645,WN,49,N502SW,95.0,105.0,78.0,50.0,60.0,MDW,LIT,544,4.0,13.0,0,N,0,21.0,0.0,0.0,0.0,29.0
776,2008,1,3,4,746.0,715,904.0,840,WN,19,N511SW,78.0,85.0,62.0,24.0,31.0,MDW,MCI,405,5.0,11.0,0,N,0,14.0,0.0,0.0,0.0,10.0
777,2008,1,3,4,1113.0,1040,1229.0,1205,WN,33,N525SW,76.0,85.0,64.0,24.0,33.0,MDW,MCI,405,4.0,8.0,0,N,0,16.0,0.0,0.0,0.0,8.0
778,2008,1,3,4,1832.0,1720,1952.0,1845,WN,59,N628SW,80.0,85.0,66.0,67.0,72.0,MDW,MCI,405,5.0,9.0,0,N,0,43.0,0.0,0.0,0.0,24.0
779,2008,1,3,4,1422.0,1245,1546.0,1410,WN,132,N704SW,84.0,85.0,64.0,96.0,97.0,MDW,MCI,405,5.0,15.0,0,N,0,65.0,0.0,0.0,0.0,31.0
780,2008,1,3,4,2201.0,2135,2319.0,2300,WN,342,N246LV,78.0,85.0,64.0,19.0,26.0,MDW,MCI,405,4.0,10.0,0,N,0,12.0,0.0,0.0,0.0,7.0
781,2008,1,3,4,915.0,845,1034.0,1010,WN,407,N636WN,79.0,85.0,63.0,24.0,30.0,MDW,MCI,405,4.0,12.0,0,N,0,11.0,0.0,0.0,0.0,13.0
782,2008,1,3,4,950.0,925,1107.0,1050,WN,449,N528SW,77.0,85.0,64.0,17.0,25.0,MDW,MCI,405,4.0,9.0,0,N,0,17.0,0.0,0.0,0.0,0.0
784,2008,1,3,4,1947.0,1935,2110.0,2100,WN,727,N399WN,83.0,85.0,65.0,10.0,12.0,MDW,MCI,405,4.0,14.0,0,N,0,,,,,
786,2008,1,3,4,1620.0,1505,1737.0,1630,WN,1257,N507SW,77.0,85.0,61.0,67.0,75.0,MDW,MCI,405,4.0,12.0,0,N,0,12.0,0.0,0.0,0.0,55.0
787,2008,1,3,4,1714.0,1620,1832.0,1745,WN,2900,N504SW,78.0,85.0,64.0,47.0,54.0,MDW,MCI,405,4.0,10.0,0,N,0,33.0,0.0,0.0,0.0,14.0
788,2008,1,3,4,1333.0,1300,1650.0,1630,WN,401,N242WN,137.0,150.0,125.0,20.0,33.0,MDW,MCO,989,3.0,9.0,0,N,0,16.0,0.0,0.0,0.0,4.0
789,2008,1,3,4,621.0,615,948.0,945,WN,482,N706SW,147.0,150.0,128.0,3.0,6.0,MDW,MCO,989,8.0,11.0,0,N,0,,,,,
790,2008,1,3,4,2059.0,2005,19.0,2335,WN,1189,N231WN,140.0,150.0,127.0,44.0,54.0,MDW,MCO,989,4.0,9.0,0,N,0,24.0,0.0,0.0,0.0,20.0
791,2008,1,3,4,1414.0,1400,1737.0,1730,WN,1206,N469WN,143.0,150.0,127.0,7.0,14.0,MDW,MCO,989,4.0,12.0,0,N,0,,,,,
792,2008,1,3,4,825.0,805,1142.0,1135,WN,1765,N239WN,137.0,150.0,124.0,7.0,20.0,MDW,MCO,989,4.0,9.0,0,N,0,,,,,
793,2008,1,3,4,1120.0,1020,1435.0,1350,WN,2631,N470WN,135.0,150.0,126.0,45.0,60.0,MDW,MCO,989,3.0,6.0,0,N,0,25.0,0.0,0.0,0.0,20.0
794,2008,1,3,4,1804.0,1710,2129.0,2040,WN,3050,N481WN,145.0,150.0,126.0,49.0,54.0,MDW,MCO,989,6.0,13.0,0,N,0,16.0,0.0,0.0,0.0,33.0
795,2008,1,3,4,2124.0,1935,48.0,2305,WN,3919,N746SW,144.0,150.0,126.0,103.0,109.0,MDW,MCO,989,3.0,15.0,0,N,0,13.0,0.0,0.0,0.0,90.0
796,2008,1,3,4,2143.0,2015,37.0,2315,WN,396,N407WN,114.0,120.0,100.0,82.0,88.0,MDW,MHT,838,4.0,10.0,0,N,0,82.0,0.0,0.0,0.0,0.0
797,2008,1,3,4,645.0,635,957.0,935,WN,1674,N422WN,132.0,120.0,109.0,22.0,10.0,MDW,MHT,838,3.0,20.0,0,N,0,10.0,0.0,12.0,0.0,0.0
798,2008,1,3,4,1849.0,1805,2146.0,2110,WN,1951,N674AA,117.0,125.0,106.0,36.0,44.0,MDW,MHT,838,4.0,7.0,0,N,0,31.0,0.0,0.0,0.0,5.0
799,2008,1,3,4,1417.0,1345,1717.0,1645,WN,2524,N458WN,120.0,120.0,105.0,32.0,32.0,MDW,MHT,838,4.0,11.0,0,N,0,28.0,0.0,0.0,0.0,4.0
800,2008,1,3,4,1103.0,1040,1359.0,1340,WN,2813,N761RR,116.0,120.0,106.0,19.0,23.0,MDW,MHT,838,3.0,7.0,0,N,0,19.0,0.0,0.0,0.0,0.0
801,2008,1,3,4,1413.0,1400,1631.0,1620,WN,1192,N274WN,138.0,140.0,109.0,11.0,13.0,MDW,MSY,825,5.0,24.0,0,N,0,,,,,
802,2008,1,3,4,954.0,905,1240.0,1150,WN,142,N758SW,286.0,285.0,265.0,50.0,49.0,MDW,OAK,1844,4.0,17.0,0,N,0,49.0,0.0,1.0,0.0,0.0
803,2008,1,3,4,1412.0,1155,1659.0,1435,WN,562,N739GB,287.0,280.0,272.0,144.0,137.0,MDW,OAK,1844,6.0,9.0,0,N,0,47.0,0.0,7.0,0.0,90.0
804,2008,1,3,4,2117.0,2010,11.0,2250,WN,1076,N411WN,294.0,280.0,265.0,81.0,67.0,MDW,OAK,1844,5.0,24.0,0,N,0,41.0,0.0,14.0,0.0,26.0
806,2008,1,3,4,1443.0,1330,1743.0,1615,WN,2195,N479WN,300.0,285.0,272.0,88.0,73.0,MDW,OAK,1844,17.0,11.0,0,N,0,40.0,0.0,15.0,0.0,33.0
807,2008,1,3,4,1020.0,955,1137.0,1120,WN,555,N506SW,77.0,85.0,68.0,17.0,25.0,MDW,OMA,423,2.0,7.0,0,N,0,8.0,0.0,0.0,0.0,9.0
808,2008,1,3,4,1429.0,1235,1547.0,1400,WN,1066,N440LV,78.0,85.0,63.0,107.0,114.0,MDW,OMA,423,3.0,12.0,0,N,0,100.0,0.0,0.0,0.0,7.0
809,2008,1,3,4,1841.0,1735,2004.0,1900,WN,1423,N658SW,83.0,85.0,68.0,64.0,66.0,MDW,OMA,423,3.0,12.0,0,N,0,63.0,0.0,0.0,0.0,1.0
810,2008,1,3,4,709.0,700,829.0,825,WN,2544,N374SW,80.0,85.0,66.0,4.0,9.0,MDW,OMA,423,2.0,12.0,0,N,0,,,,,
811,2008,1,3,4,2239.0,2115,2358.0,2240,WN,3491,N523SW,79.0,85.0,67.0,78.0,84.0,MDW,OMA,423,2.0,10.0,0,N,0,7.0,0.0,0.0,0.0,71.0
812,2008,1,3,4,1741.0,1600,1901.0,1725,WN,3832,N205WN,80.0,85.0,66.0,96.0,101.0,MDW,OMA,423,2.0,12.0,0,N,0,9.0,0.0,0.0,0.0,87.0
813,2008,1,3,4,1340.0,1325,1627.0,1620,WN,568,N754SW,107.0,115.0,98.0,7.0,15.0,MDW,ORF,704,2.0,7.0,0,N,0,,,,,
814,2008,1,3,4,2041.0,1915,2327.0,2210,WN,3510,N298WN,106.0,115.0,92.0,77.0,86.0,MDW,ORF,704,3.0,11.0,0,N,0,77.0,0.0,0.0,0.0,0.0
815,2008,1,3,4,855.0,835,1116.0,1105,WN,561,N766SW,261.0,270.0,247.0,11.0,20.0,MDW,PDX,1751,5.0,9.0,0,N,0,,,,,
816,2008,1,3,4,1921.0,1835,2142.0,2105,WN,2804,N255WN,261.0,270.0,244.0,37.0,46.0,MDW,PDX,1751,4.0,13.0,0,N,0,37.0,0.0,0.0,0.0,0.0
817,2008,1,3,4,1548.0,1540,1834.0,1850,WN,79,N211WN,106.0,130.0,91.0,-16.0,8.0,MDW,PHL,668,7.0,8.0,0,N,0,,,,,
819,2008,1,3,4,1305.0,1245,1558.0,1545,WN,792,N900WN,113.0,120.0,94.0,13.0,20.0,MDW,PHL,668,7.0,12.0,0,N,0,,,,,
820,2008,1,3,4,2047.0,1845,2331.0,2145,WN,1136,N733SA,104.0,120.0,90.0,106.0,122.0,MDW,PHL,668,5.0,9.0,0,N,0,21.0,0.0,0.0,0.0,85.0
821,2008,1,3,4,1812.0,1715,2054.0,2025,WN,2789,N209WN,102.0,130.0,86.0,29.0,57.0,MDW,PHL,668,6.0,10.0,0,N,0,12.0,0.0,0.0,0.0,17.0
822,2008,1,3,4,618.0,600,912.0,855,WN,3153,N347SW,114.0,115.0,95.0,17.0,18.0,MDW,PHL,668,4.0,15.0,0,N,0,17.0,0.0,0.0,0.0,0.0
823,2008,1,3,4,955.0,935,1242.0,1230,WN,3757,N446WN,107.0,115.0,93.0,12.0,20.0,MDW,PHL,668,3.0,11.0,0,N,0,,,,,
824,2008,1,3,4,2205.0,2135,43.0,25,WN,3927,N459WN,98.0,110.0,84.0,18.0,30.0,MDW,PHL,668,4.0,10.0,0,N,0,4.0,0.0,0.0,0.0,14.0
825,2008,1,3,4,833.0,815,1114.0,1105,WN,259,N483WN,221.0,230.0,207.0,9.0,18.0,MDW,PHX,1444,6.0,8.0,0,N,0,,,,,
826,2008,1,3,4,656.0,645,946.0,940,WN,616,N495WN,230.0,235.0,205.0,6.0,11.0,MDW,PHX,1444,5.0,20.0,0,N,0,,,,,
827,2008,1,3,4,1608.0,1510,1902.0,1805,WN,921,N430WN,234.0,235.0,215.0,57.0,58.0,MDW,PHX,1444,5.0,14.0,0,N,0,43.0,0.0,0.0,0.0,14.0
828,2008,1,3,4,2126.0,2010,24.0,2300,WN,1023,N216WR,238.0,230.0,215.0,84.0,76.0,MDW,PHX,1444,3.0,20.0,0,N,0,35.0,0.0,8.0,0.0,41.0
829,2008,1,3,4,1757.0,1725,2043.0,2020,WN,1827,N420WN,226.0,235.0,212.0,23.0,32.0,MDW,PHX,1444,6.0,8.0,0,N,0,23.0,0.0,0.0,0.0,0.0
830,2008,1,3,4,1310.0,1245,1555.0,1540,WN,1842,N723SW,225.0,235.0,209.0,15.0,25.0,MDW,PHX,1444,5.0,11.0,0,N,0,15.0,0.0,0.0,0.0,0.0
831,2008,1,3,4,2234.0,2130,118.0,15,WN,3336,N208WN,224.0,225.0,212.0,63.0,64.0,MDW,PHX,1444,4.0,8.0,0,N,0,32.0,0.0,0.0,0.0,31.0
832,2008,1,3,4,1038.0,1010,1322.0,1300,WN,3501,N732SW,224.0,230.0,208.0,22.0,28.0,MDW,PHX,1444,5.0,11.0,0,N,0,22.0,0.0,0.0,0.0,0.0
833,2008,1,3,4,2146.0,2050,2350.0,2305,WN,337,N488WN,64.0,75.0,52.0,45.0,56.0,MDW,PIT,402,3.0,9.0,0,N,0,19.0,0.0,0.0,0.0,26.0
834,2008,1,3,4,750.0,730,1002.0,950,WN,1414,N402WN,72.0,80.0,59.0,12.0,20.0,MDW,PIT,402,6.0,7.0,0,N,0,,,,,
835,2008,1,3,4,1542.0,1515,1805.0,1730,WN,2445,N651SW,83.0,75.0,64.0,35.0,27.0,MDW,PIT,402,8.0,11.0,0,N,0,27.0,0.0,8.0,0.0,0.0
836,2008,1,3,4,1147.0,1115,1402.0,1330,WN,3170,N430WN,75.0,75.0,60.0,32.0,32.0,MDW,PIT,402,6.0,9.0,0,N,0,32.0,0.0,0.0,0.0,0.0
837,2008,1,3,4,1852.0,1755,2059.0,2010,WN,3249,N208WN,67.0,75.0,57.0,49.0,57.0,MDW,PIT,402,4.0,6.0,0,N,0,28.0,0.0,0.0,0.0,21.0
840,2008,1,3,4,2154.0,2030,50.0,2335,WN,2174,N623SW,116.0,125.0,104.0,75.0,84.0,MDW,PVD,842,4.0,8.0,0,N,0,40.0,0.0,0.0,0.0,35.0
841,2008,1,3,4,1253.0,1235,1550.0,1540,WN,2974,N447WN,117.0,125.0,108.0,10.0,18.0,MDW,PVD,842,3.0,6.0,0,N,0,,,,,
842,2008,1,3,4,1853.0,1815,2153.0,2120,WN,3831,N451WN,120.0,125.0,105.0,33.0,38.0,MDW,PVD,842,5.0,10.0,0,N,0,14.0,0.0,0.0,0.0,19.0
843,2008,1,3,4,1555.0,1515,1834.0,1805,WN,255,N411WN,99.0,110.0,85.0,29.0,40.0,MDW,RDU,632,3.0,11.0,0,N,0,20.0,0.0,0.0,0.0,9.0
844,2008,1,3,4,1229.0,1210,1511.0,1455,WN,1429,N657SW,102.0,105.0,88.0,16.0,19.0,MDW,RDU,632,3.0,11.0,0,N,0,13.0,0.0,0.0,0.0,3.0
845,2008,1,3,4,2103.0,2020,2340.0,2300,WN,3063,N551WN,97.0,100.0,81.0,40.0,43.0,MDW,RDU,632,3.0,13.0,0,N,0,35.0,0.0,0.0,0.0,5.0
846,2008,1,3,4,726.0,705,957.0,950,WN,3675,N269WN,91.0,105.0,79.0,7.0,21.0,MDW,RDU,632,4.0,8.0,0,N,0,,,,,
847,2008,1,3,4,1523.0,1435,1734.0,1650,WN,1276,N265WN,251.0,255.0,238.0,44.0,48.0,MDW,RNO,1680,5.0,8.0,0,N,0,31.0,0.0,0.0,0.0,13.0
849,2008,1,3,4,2058.0,1955,38.0,2340,WN,1558,N310SW,160.0,165.0,143.0,58.0,63.0,MDW,RSW,1105,5.0,12.0,0,N,0,52.0,0.0,0.0,0.0,6.0
850,2008,1,3,4,1138.0,915,1517.0,1305,WN,3413,N374SW,159.0,170.0,144.0,132.0,143.0,MDW,RSW,1105,4.0,11.0,0,N,0,132.0,0.0,0.0,0.0,0.0
851,2008,1,3,4,1341.0,1240,1602.0,1505,WN,299,N718SW,261.0,265.0,249.0,57.0,61.0,MDW,SAN,1728,3.0,9.0,0,N,0,57.0,0.0,0.0,0.0,0.0
852,2008,1,3,4,720.0,630,934.0,855,WN,339,N213WN,254.0,265.0,243.0,39.0,50.0,MDW,SAN,1728,3.0,8.0,0,N,0,39.0,0.0,0.0,0.0,0.0
853,2008,1,3,4,914.0,820,1129.0,1045,WN,635,N729SW,255.0,265.0,244.0,44.0,54.0,MDW,SAN,1728,3.0,8.0,0,N,0,40.0,0.0,0.0,0.0,4.0
854,2008,1,3,4,1457.0,1430,1725.0,1655,WN,1188,N254WN,268.0,265.0,258.0,30.0,27.0,MDW,SAN,1728,2.0,8.0,0,N,0,23.0,0.0,3.0,0.0,4.0
855,2008,1,3,4,1933.0,1835,2202.0,2100,WN,2729,N754SW,269.0,265.0,253.0,62.0,58.0,MDW,SAN,1728,4.0,12.0,0,N,0,55.0,0.0,4.0,0.0,3.0
856,2008,1,3,4,822.0,750,1048.0,1045,WN,511,N272WN,146.0,175.0,136.0,3.0,32.0,MDW,SAT,1036,3.0,7.0,0,N,0,,,,,
857,2008,1,3,4,2112.0,1845,2346.0,2140,WN,1394,N294WN,154.0,175.0,134.0,126.0,147.0,MDW,SAT,1036,3.0,17.0,0,N,0,44.0,0.0,0.0,0.0,82.0
858,2008,1,3,4,2241.0,2055,48.0,2300,WN,74,N764SW,67.0,65.0,53.0,108.0,106.0,MDW,SDF,271,5.0,9.0,0,N,0,54.0,0.0,2.0,0.0,52.0
859,2008,1,3,4,638.0,625,843.0,830,WN,247,N369SW,65.0,65.0,43.0,13.0,13.0,MDW,SDF,271,3.0,19.0,0,N,0,,,,,
860,2008,1,3,4,1835.0,1755,2035.0,2000,WN,693,N232WN,60.0,65.0,44.0,35.0,40.0,MDW,SDF,271,5.0,11.0,0,N,0,9.0,0.0,0.0,0.0,26.0
861,2008,1,3,4,1424.0,1355,1620.0,1600,WN,823,N725SW,56.0,65.0,42.0,20.0,29.0,MDW,SDF,271,5.0,9.0,0,N,0,10.0,0.0,0.0,0.0,10.0
862,2008,1,3,4,1110.0,1055,1307.0,1300,WN,2019,N392SW,57.0,65.0,46.0,7.0,15.0,MDW,SDF,271,4.0,7.0,0,N,0,,,,,
863,2008,1,3,4,2140.0,2000,2.0,2230,WN,421,N205WN,262.0,270.0,242.0,92.0,100.0,MDW,SEA,1733,4.0,16.0,0,N,0,92.0,0.0,0.0,0.0,0.0
864,2008,1,3,4,1110.0,1040,1323.0,1310,WN,658,N231WN,253.0,270.0,243.0,13.0,30.0,MDW,SEA,1733,4.0,6.0,0,N,0,,,,,
865,2008,1,3,4,824.0,755,1049.0,1025,WN,2702,N209WN,265.0,270.0,247.0,24.0,29.0,MDW,SEA,1733,5.0,13.0,0,N,0,24.0,0.0,0.0,0.0,0.0
866,2008,1,3,4,2131.0,1915,29.0,2205,WN,1009,N478WN,298.0,290.0,274.0,144.0,136.0,MDW,SFO,1855,4.0,20.0,0,N,0,0.0,135.0,8.0,0.0,1.0
867,2008,1,3,4,1736.0,1305,2031.0,1555,WN,1837,N761RR,295.0,290.0,268.0,276.0,271.0,MDW,SFO,1855,4.0,23.0,0,N,0,266.0,0.0,5.0,0.0,5.0
868,2008,1,3,4,1319.0,950,1615.0,1240,WN,3846,N751SW,296.0,290.0,267.0,215.0,209.0,MDW,SFO,1855,4.0,25.0,0,N,0,200.0,0.0,6.0,0.0,9.0
869,2008,1,3,4,824.0,735,1059.0,1020,WN,220,N275WN,275.0,285.0,260.0,39.0,49.0,MDW,SJC,1838,4.0,11.0,0,N,0,39.0,0.0,0.0,0.0,0.0
870,2008,1,3,4,1900.0,1815,2141.0,2100,WN,2199,N900WN,281.0,285.0,265.0,41.0,45.0,MDW,SJC,1838,5.0,11.0,0,N,0,41.0,0.0,0.0,0.0,0.0
871,2008,1,3,4,1024.0,925,1245.0,1155,WN,151,N750SA,201.0,210.0,186.0,50.0,59.0,MDW,SLC,1258,6.0,9.0,0,N,0,30.0,0.0,0.0,0.0,20.0
872,2008,1,3,4,1725.0,1640,1948.0,1910,WN,1662,N461WN,203.0,210.0,185.0,38.0,45.0,MDW,SLC,1258,4.0,14.0,0,N,0,38.0,0.0,0.0,0.0,0.0
873,2008,1,3,4,2052.0,1930,2319.0,2200,WN,163,N469WN,267.0,270.0,253.0,79.0,82.0,MDW,SMF,1790,4.0,10.0,0,N,0,15.0,0.0,0.0,0.0,64.0
874,2008,1,3,4,840.0,825,1116.0,1055,WN,3145,N201LV,276.0,270.0,253.0,21.0,15.0,MDW,SMF,1790,3.0,20.0,0,N,0,15.0,0.0,6.0,0.0,0.0
875,2008,1,3,4,1138.0,1000,1235.0,1105,WN,29,N652SW,57.0,65.0,46.0,90.0,98.0,MDW,STL,251,3.0,8.0,0,N,0,86.0,0.0,0.0,0.0,4.0
876,2008,1,3,4,1802.0,1755,1900.0,1900,WN,166,N741SA,58.0,65.0,46.0,0.0,7.0,MDW,STL,251,4.0,8.0,0,N,0,,,,,
877,2008,1,3,4,2208.0,2125,2259.0,2225,WN,393,N278WN,51.0,60.0,40.0,34.0,43.0,MDW,STL,251,3.0,8.0,0,N,0,34.0,0.0,0.0,0.0,0.0
878,2008,1,3,4,1934.0,1855,2037.0,2000,WN,490,N651SW,63.0,65.0,45.0,37.0,39.0,MDW,STL,251,4.0,14.0,0,N,0,15.0,0.0,0.0,0.0,22.0
882,2008,1,3,4,634.0,625,740.0,725,WN,1586,N293,66.0,60.0,46.0,15.0,9.0,MDW,STL,251,4.0,16.0,0,N,0,9.0,0.0,6.0,0.0,0.0
883,2008,1,3,4,822.0,805,921.0,910,WN,2177,N522SW,59.0,65.0,46.0,11.0,17.0,MDW,STL,251,3.0,10.0,0,N,0,,,,,
885,2008,1,3,4,1754.0,1655,1853.0,1800,WN,2263,N514SW,59.0,65.0,49.0,53.0,59.0,MDW,STL,251,4.0,6.0,0,N,0,47.0,0.0,0.0,0.0,6.0
886,2008,1,3,4,1355.0,1305,1451.0,1410,WN,2361,N348SW,56.0,65.0,44.0,41.0,50.0,MDW,STL,251,4.0,8.0,0,N,0,39.0,0.0,0.0,0.0,2.0
887,2008,1,3,4,1806.0,1740,2126.0,2115,WN,26,N330SW,140.0,155.0,127.0,11.0,26.0,MDW,TPA,997,5.0,8.0,0,N,0,,,,,
888,2008,1,3,4,911.0,845,1232.0,1220,WN,89,N710SW,141.0,155.0,126.0,12.0,26.0,MDW,TPA,997,5.0,10.0,0,N,0,,,,,
889,2008,1,3,4,1412.0,1350,1730.0,1720,WN,477,N433LV,138.0,150.0,126.0,10.0,22.0,MDW,TPA,997,4.0,8.0,0,N,0,,,,,
890,2008,1,3,4,2221.0,2050,135.0,20,WN,514,N432WN,134.0,150.0,122.0,75.0,91.0,MDW,TPA,997,3.0,9.0,0,N,0,44.0,0.0,0.0,0.0,31.0
891,2008,1,3,4,634.0,620,952.0,950,WN,979,N751SW,138.0,150.0,125.0,2.0,14.0,MDW,TPA,997,4.0,9.0,0,N,0,,,,,
892,2008,1,3,4,1841.0,1625,2200.0,2000,WN,1153,N440LV,139.0,155.0,126.0,120.0,136.0,MDW,TPA,997,6.0,7.0,0,N,0,29.0,0.0,0.0,0.0,91.0
893,2008,1,3,4,1100.0,1040,1414.0,1410,WN,1847,N499WN,134.0,150.0,124.0,4.0,20.0,MDW,TPA,997,4.0,6.0,0,N,0,,,,,
894,2008,1,3,4,1149.0,1105,1424.0,1350,WN,280,N460WN,215.0,225.0,202.0,34.0,44.0,MDW,TUS,1440,3.0,10.0,0,N,0,25.0,0.0,0.0,0.0,9.0
895,2008,1,3,4,2015.0,1845,2301.0,2130,WN,422,N779SW,226.0,225.0,210.0,91.0,90.0,MDW,TUS,1440,4.0,12.0,0,N,0,18.0,0.0,1.0,0.0,72.0
896,2008,1,3,4,1216.0,1150,1329.0,1325,WN,145,N482WN,73.0,95.0,61.0,4.0,26.0,MHT,BWI,377,4.0,8.0,0,N,0,,,,,
897,2008,1,3,4,736.0,720,854.0,855,WN,420,N268WN,78.0,95.0,65.0,-1.0,16.0,MHT,BWI,377,2.0,11.0,0,N,0,,,,,
899,2008,1,3,4,1044.0,1010,1155.0,1145,WN,1061,N422WN,71.0,95.0,61.0,10.0,34.0,MHT,BWI,377,2.0,8.0,0,N,0,,,,,
900,2008,1,3,4,2211.0,2130,2327.0,2300,WN,2038,N674AA,76.0,90.0,64.0,27.0,41.0,MHT,BWI,377,3.0,9.0,0,N,0,3.0,0.0,0.0,0.0,24.0
903,2008,1,3,4,1512.0,1445,1656.0,1620,WN,2437,N225WN,104.0,95.0,69.0,36.0,27.0,MHT,BWI,377,27.0,8.0,0,N,0,11.0,0.0,9.0,0.0,16.0
904,2008,1,3,4,1755.0,1715,1910.0,1850,WN,2611,N458WN,75.0,95.0,60.0,20.0,40.0,MHT,BWI,377,5.0,10.0,0,N,0,4.0,0.0,0.0,0.0,16.0
905,2008,1,3,4,1618.0,1555,1736.0,1730,WN,3226,N308SA,78.0,95.0,63.0,6.0,23.0,MHT,BWI,377,4.0,11.0,0,N,0,,,,,
906,2008,1,3,4,1404.0,1305,1518.0,1435,WN,3691,N257WN,74.0,90.0,61.0,43.0,59.0,MHT,BWI,377,3.0,10.0,0,N,0,4.0,0.0,0.0,0.0,39.0
907,2008,1,3,4,754.0,645,1028.0,950,WN,2719,N466WN,334.0,365.0,320.0,38.0,69.0,MHT,LAS,2356,5.0,9.0,0,N,0,38.0,0.0,0.0,0.0,0.0
908,2008,1,3,4,1206.0,1135,1511.0,1500,WN,976,N235WN,185.0,205.0,156.0,11.0,31.0,MHT,MCO,1142,21.0,8.0,0,N,0,,,,,
909,2008,1,3,4,1005.0,940,1255.0,1305,WN,1933,N419WN,170.0,205.0,155.0,-10.0,25.0,MHT,MCO,1142,7.0,8.0,0,N,0,,,,,
910,2008,1,3,4,1909.0,1650,2158.0,2010,WN,2213,N291WN,169.0,200.0,155.0,108.0,139.0,MHT,MCO,1142,3.0,11.0,0,N,0,6.0,0.0,0.0,0.0,102.0
912,2008,1,3,4,2332.0,2115,216.0,30,WN,3680,N606SW,164.0,195.0,155.0,106.0,137.0,MHT,MCO,1142,3.0,6.0,0,N,0,0.0,0.0,0.0,0.0,106.0
913,2008,1,3,4,1048.0,1005,1201.0,1140,WN,813,N679AA,133.0,155.0,117.0,21.0,43.0,MHT,MDW,838,6.0,10.0,0,N,0,3.0,0.0,0.0,0.0,18.0
914,2008,1,3,4,2114.0,2100,2234.0,2235,WN,2704,N462WN,140.0,155.0,122.0,-1.0,14.0,MHT,MDW,838,7.0,11.0,0,N,0,,,,,
915,2008,1,3,4,1824.0,1750,1941.0,1925,WN,2888,N713SW,137.0,155.0,124.0,16.0,34.0,MHT,MDW,838,6.0,7.0,0,N,0,0.0,0.0,0.0,0.0,16.0
916,2008,1,3,4,1448.0,1410,1601.0,1545,WN,2900,N761RR,133.0,155.0,120.0,16.0,38.0,MHT,MDW,838,6.0,7.0,0,N,0,8.0,0.0,0.0,0.0,8.0
917,2008,1,3,4,627.0,620,745.0,800,WN,3145,N201LV,138.0,160.0,120.0,-15.0,7.0,MHT,MDW,838,10.0,8.0,0,N,0,,,,,
918,2008,1,3,4,1740.0,1630,1852.0,1800,WN,312,N604SW,72.0,90.0,57.0,52.0,70.0,MHT,PHL,290,6.0,9.0,0,N,0,12.0,0.0,0.0,0.0,40.0
919,2008,1,3,4,1422.0,1415,1533.0,1545,WN,1082,N347SW,71.0,90.0,61.0,-12.0,7.0,MHT,PHL,290,4.0,6.0,0,N,0,,,,,
920,2008,1,3,4,716.0,700,838.0,830,WN,1849,N677AA,82.0,90.0,67.0,8.0,16.0,MHT,PHL,290,6.0,9.0,0,N,0,,,,,
921,2008,1,3,4,950.0,920,1105.0,1045,WN,2463,N771SA,75.0,85.0,57.0,20.0,30.0,MHT,PHL,290,7.0,11.0,0,N,0,16.0,0.0,0.0,0.0,4.0
922,2008,1,3,4,1300.0,1210,1417.0,1340,WN,3316,N290WN,77.0,90.0,65.0,37.0,50.0,MHT,PHL,290,4.0,8.0,0,N,0,4.0,0.0,0.0,0.0,33.0
923,2008,1,3,4,1904.0,1855,2022.0,2025,WN,3685,N790SW,78.0,90.0,59.0,-3.0,9.0,MHT,PHL,290,4.0,15.0,0,N,0,,,,,
924,2008,1,3,4,1652.0,1635,2030.0,2030,WN,1033,N757LV,338.0,355.0,320.0,0.0,17.0,MHT,PHX,2279,4.0,14.0,0,N,0,,,,,
925,2008,1,3,4,946.0,755,1259.0,1125,WN,3241,N221WN,193.0,210.0,164.0,94.0,111.0,MHT,TPA,1204,5.0,24.0,0,N,0,94.0,0.0,0.0,0.0,0.0
926,2008,1,3,4,1422.0,1350,1721.0,1725,WN,3516,N368SW,179.0,215.0,164.0,-4.0,32.0,MHT,TPA,1204,3.0,12.0,0,N,0,,,,,
928,2008,1,3,4,1249.0,1120,1343.0,1235,WN,521,N781WN,54.0,75.0,47.0,68.0,89.0,MSY,BHM,321,2.0,5.0,0,N,0,60.0,0.0,0.0,0.0,8.0
932,2008,1,3,4,837.0,825,1204.0,1140,WN,432,N643SW,147.0,135.0,140.0,24.0,12.0,MSY,BWI,998,2.0,5.0,0,N,0,12.0,0.0,12.0,0.0,0.0
935,2008,1,3,4,909.0,855,1029.0,1020,WN,467,N626SW,80.0,85.0,71.0,9.0,14.0,MSY,DAL,437,3.0,6.0,0,N,0,,,,,
936,2008,1,3,4,1626.0,1505,1748.0,1630,WN,1936,N295WN,82.0,85.0,71.0,78.0,81.0,MSY,DAL,437,5.0,6.0,0,N,0,65.0,0.0,0.0,0.0,13.0
937,2008,1,3,4,1210.0,1200,1327.0,1325,WN,2101,N222WN,77.0,85.0,69.0,2.0,10.0,MSY,DAL,437,4.0,4.0,0,N,0,,,,,
939,2008,1,3,4,1211.0,1205,1453.0,1445,WN,1194,N664WN,102.0,100.0,92.0,8.0,6.0,MSY,FLL,673,5.0,5.0,0,N,0,,,,,
